ID;Competence;nbEmp
11328;B.2.;5
11329;A.1.;2
11330;B.2.;5
11331;A.1.;2
11332;B.2.;5
11333;A.1.;2
11334;B.2.;5
11335;A.1.;2
11336;B.2.;5
11337;A.1.;2
11338;B.2.;5
11339;A.1.;2
11340;B.2.;5
11341;A.1.;2
11342;B.2.;5
11343;A.1.;2
11344;B.2.;5
11345;A.1.;2
11346;B.2.;5
11347;A.1.;2
11348;B.2.;5
11349;A.1.;2
11350;B.2.;5
11351;A.1.;2
11352;B.2.;5
11353;A.1.;2
11354;B.2.;5
11355;A.1.;2
11356;B.2.;5
11357;A.1.;2
11358;B.2.;5
11359;A.1.;2
11360;B.2.;5
11361;A.1.;2
11362;B.2.;5
11363;A.1.;2
11364;B.2.;5
11365;A.1.;2
11366;B.2.;5
11367;A.1.;2
11368;B.2.;5
11369;A.1.;2
11370;B.2.;5
11371;A.1.;2
11372;B.2.;5
11373;A.1.;2
11374;B.2.;5
11375;A.1.;2
11376;B.2.;5
11377;A.1.;2
11378;B.2.;5
11379;A.1.;2
11380;B.2.;5
11381;A.1.;2
11382;B.2.;5
11383;A.1.;2
11384;B.2.;5
11385;A.1.;2
11386;B.2.;5
11387;A.1.;2
11388;B.2.;5
11389;A.1.;2
11390;B.2.;5
11391;A.1.;2
11392;B.2.;5
11393;A.1.;2
11394;B.2.;5
11395;A.1.;2
11396;B.2.;5
11397;A.1.;2
11398;B.2.;5
11399;A.1.;2
11400;B.2.;5
11401;A.1.;2
11402;B.2.;5
11403;A.1.;2
11404;B.2.;5
11405;A.1.;2
11406;B.2.;5
11407;A.1.;2
11408;B.2.;5
11409;A.1.;2
11410;B.2.;5
11411;A.1.;2
11412;B.2.;5
11413;A.1.;2
11414;B.2.;5
11415;A.1.;2
11416;B.2.;5
11417;A.1.;2
11418;B.2.;5
11419;A.1.;2
11420;B.2.;5
11421;A.1.;2
11422;B.2.;5
11423;A.1.;2
11424;B.2.;5
11425;A.1.;2
11426;B.2.;5
11427;A.1.;2
11428;B.2.;5
11429;A.1.;2
11430;B.2.;5
11431;A.1.;2
11432;B.2.;5
11433;A.1.;2
11434;B.2.;5
11435;A.1.;2
11436;B.2.;5
11437;A.1.;2
11438;B.2.;5
11439;A.1.;2
11440;B.2.;5
11441;A.1.;2
11442;B.2.;5
11443;A.1.;2
11444;B.2.;5
11445;A.1.;2
11446;B.2.;5
11447;A.1.;2
11448;B.2.;5
11449;A.1.;2
11450;B.2.;5
11451;A.1.;2
11452;B.2.;5
11453;A.1.;2
11454;B.2.;5
11455;A.1.;2
11456;B.2.;5
11457;A.1.;2
11458;B.2.;5
11459;A.1.;2
11460;B.2.;5
11461;A.1.;2
11462;B.2.;5
11463;A.1.;2
11464;B.2.;5
11465;A.1.;2
11466;B.2.;5
11467;A.1.;2
11468;B.2.;5
11469;A.1.;2
11470;B.2.;5
11471;A.1.;2
11472;B.2.;5
11473;A.1.;2
11474;B.2.;5
11475;A.1.;2
11476;B.2.;5
11477;A.1.;2
11478;B.2.;5
11479;A.1.;2
11480;B.2.;5
11481;A.1.;2
11482;B.2.;5
11483;A.1.;2
11484;B.2.;5
11485;A.1.;2
11486;B.2.;5
11487;A.1.;2
11488;B.2.;5
11489;A.1.;2
11490;B.2.;5
11491;A.1.;2
11492;B.2.;5
11493;A.1.;2
11494;B.2.;5
11495;A.1.;2
11496;B.2.;5
11497;A.1.;2
11498;B.2.;5
11499;A.1.;2
11500;B.2.;5
11501;A.1.;2
11502;B.2.;5
11503;A.1.;2
11504;B.2.;5
11505;A.1.;2
11506;B.2.;5
11507;A.1.;2
11508;B.2.;5
11509;A.1.;2
11510;B.2.;5
11511;A.1.;2
11512;B.2.;5
11513;A.1.;2
11514;B.2.;5
11515;A.1.;2
11516;B.2.;5
11517;A.1.;2
11518;B.2.;5
11519;A.1.;2
11520;B.2.;5
11521;A.1.;2
11522;B.2.;5
11523;A.1.;2
11524;B.2.;5
11525;A.1.;2
11526;B.2.;5
11527;A.1.;2
11528;B.2.;5
11529;A.1.;2
11530;B.2.;5
11531;A.1.;2
11532;B.2.;5
11533;A.1.;2
11534;B.2.;5
11535;A.1.;2
11536;B.2.;5
11537;A.1.;2
11538;B.2.;5
11539;A.1.;2
11540;B.2.;5
11541;A.1.;2
11542;B.2.;5
11543;A.1.;2
11544;B.2.;5
11545;A.1.;2
11546;B.2.;5
11547;A.1.;2
11548;B.2.;5
11549;A.1.;2
11550;B.2.;5
11551;A.1.;2
11552;B.2.;5
11553;A.1.;2
11554;B.2.;5
11555;A.1.;2
11556;B.2.;5
11557;A.1.;2
11558;B.2.;5
11559;A.1.;2
11560;B.2.;5
11561;A.1.;2
11562;B.2.;5
11563;A.1.;2
11564;B.2.;5
11565;A.1.;2
11566;B.2.;5
11567;A.1.;2
11568;B.2.;5
11569;A.1.;2
11570;B.2.;5
11571;A.1.;2
11572;B.2.;5
11573;A.1.;2
11574;B.2.;5
11575;A.1.;2
11576;B.2.;5
11577;A.1.;2
11578;B.2.;5
11579;A.1.;2
11580;B.2.;5
11581;A.1.;2
11582;B.2.;5
11583;A.1.;2
11584;B.2.;5
11585;A.1.;2
11586;B.2.;5
11587;A.1.;2
11588;B.2.;5
11589;A.1.;2
11590;B.2.;5
11591;A.1.;2
11592;B.2.;5
11593;A.1.;2
11594;B.2.;5
11595;A.1.;2
11596;B.2.;5
11597;A.1.;2
11598;B.2.;5
11599;A.1.;2
11600;B.2.;5
11601;A.1.;2
11602;B.2.;5
11603;A.1.;2
11604;B.2.;5
11605;A.1.;2
11606;B.2.;5
11607;A.1.;2
11608;B.2.;5
11609;A.1.;2
11610;B.2.;5
11611;A.1.;2
11612;B.2.;5
11613;A.1.;2
11614;B.2.;5
11615;A.1.;2
11616;B.2.;5
11617;A.1.;2
11618;B.2.;5
11619;A.1.;2
11620;B.2.;5
11621;A.1.;2
11622;B.2.;5
11623;A.1.;2
11624;B.2.;5
11625;A.1.;2
11626;B.2.;5
11627;A.1.;2
11628;B.2.;5
11629;A.1.;2
11630;B.2.;5
11631;A.1.;2
11632;B.2.;5
11633;A.1.;2
11634;B.2.;5
11635;A.1.;2
11636;B.2.;5
11637;A.1.;2
11638;B.2.;5
11639;A.1.;2
11640;B.2.;5
11641;A.1.;2
11642;B.2.;5
11643;A.1.;2
11644;B.2.;5
11645;A.1.;2
11646;B.2.;5
11647;A.1.;2
11648;B.2.;5
11649;A.1.;2
11650;B.2.;5
11651;A.1.;2
11652;B.2.;5
11653;A.1.;2
11654;B.2.;5
11655;A.1.;2
11656;B.2.;5
11657;A.1.;2
11658;B.2.;5
11659;A.1.;2
11660;B.2.;5
11661;A.1.;2
11662;B.2.;5
11663;A.1.;2
11664;B.2.;5
11665;A.1.;2
11666;B.2.;5
11667;A.1.;2
11668;B.2.;5
11669;A.1.;2
11670;B.2.;5
11671;A.1.;2
11672;B.2.;5
11673;A.1.;2
11674;B.2.;5
11675;A.1.;2
11676;B.2.;5
11677;A.1.;2
11678;B.2.;5
11679;A.1.;2
11680;B.2.;5
11681;A.1.;2
11682;B.2.;5
11683;A.1.;2
11684;B.2.;5
11685;A.1.;2
11686;B.2.;5
11687;A.1.;2
11688;B.2.;5
11689;A.1.;2
11690;B.2.;5
11691;A.1.;2
11692;B.2.;5
11693;A.1.;2
11694;B.2.;5
11695;A.1.;2
11696;B.2.;5
11697;A.1.;2
11698;B.2.;5
11699;A.1.;2
11700;B.2.;5
11701;A.1.;2
11702;B.2.;5
11703;A.1.;2
11704;B.2.;5
11705;A.1.;2
11706;B.2.;5
11707;A.1.;2
11708;B.2.;5
11709;A.1.;2
11710;B.2.;5
11711;A.1.;2
11712;B.2.;5
11713;A.1.;2
11714;B.2.;5
11715;A.1.;2
11716;B.2.;5
11717;A.1.;2
11718;B.2.;5
11719;A.1.;2
11720;B.2.;5
11721;A.1.;2
11722;B.2.;5
11723;A.1.;2
11724;B.2.;5
11725;A.1.;2
11726;B.2.;5
11727;A.1.;2
11728;B.2.;5
11729;A.1.;2
11730;B.2.;5
11731;A.1.;2
11732;B.2.;5
11733;A.1.;2
11734;B.2.;5
11735;A.1.;2
11736;B.2.;5
11737;A.1.;2
11738;B.2.;5
11739;A.1.;2
11740;B.2.;5
11741;A.1.;2
11742;B.2.;5
11743;A.1.;2
11744;B.2.;5
11745;A.1.;2
11746;B.2.;5
11747;A.1.;2
11748;B.2.;5
11749;A.1.;2
11750;B.2.;5
11751;A.1.;2
11752;B.2.;5
11753;A.1.;2
11754;B.2.;5
11755;A.1.;2
11756;B.2.;5
11757;A.1.;2
11758;B.2.;5
11759;A.1.;2
11760;B.2.;5
11761;A.1.;2
11762;B.2.;5
11763;A.1.;2
11764;B.2.;5
11765;A.1.;2
11766;B.2.;5
11767;A.1.;2
11768;B.2.;5
11769;A.1.;2
11770;B.2.;5
11771;A.1.;2
11772;B.2.;5
11773;A.1.;2
11774;B.2.;5
11775;A.1.;2
11776;B.2.;5
11777;A.1.;2
11778;B.2.;5
11779;A.1.;2
11780;B.2.;5
11781;A.1.;2
11782;B.2.;5
11783;A.1.;2
11784;B.2.;5
11785;A.1.;2
11786;B.2.;5
11787;A.1.;2
11788;B.2.;5
11789;A.1.;2
11790;B.2.;5
11791;A.1.;2
11792;B.2.;5
11793;A.1.;2
11794;B.2.;5
11795;A.1.;2
11796;B.2.;5
11797;A.1.;2
11798;B.2.;5
11799;A.1.;2
11800;B.2.;5
11801;A.1.;2
11802;B.2.;5
11803;A.1.;2
11804;B.2.;5
11805;A.1.;2
11806;B.2.;5
11807;A.1.;2
11808;B.2.;5
11809;A.1.;2
11810;B.2.;5
11811;A.1.;2
11812;B.2.;5
11813;A.1.;2
11814;B.2.;5
11815;A.1.;2
11816;B.2.;5
11817;A.1.;2
11818;B.2.;5
11819;A.1.;2
11820;B.2.;5
11821;A.1.;2
11822;B.2.;5
11823;A.1.;2
11824;B.2.;5
11825;A.1.;2
11826;B.2.;5
11827;A.1.;2
11828;B.2.;5
11829;A.1.;2
11830;B.2.;5
11831;A.1.;2
11832;B.2.;5
11833;A.1.;2
11834;B.2.;5
11835;A.1.;2
11836;B.2.;5
11837;A.1.;2
11838;B.2.;5
11839;A.1.;2
11840;B.2.;5
11841;A.1.;2
11842;B.2.;5
11843;A.1.;2
11844;B.2.;5
11845;A.1.;2
11846;B.2.;5
11847;A.1.;2
11848;B.2.;5
11849;A.1.;2
11850;B.2.;5
11851;A.1.;2
11852;B.2.;5
11853;A.1.;2
11854;B.2.;5
11855;A.1.;2
11856;B.2.;5
11857;A.1.;2
11858;B.2.;5
11859;A.1.;2
11860;B.2.;5
11861;A.1.;2
11862;B.2.;5
11863;A.1.;2
11864;B.2.;5
11865;A.1.;2
11866;B.2.;5
11867;A.1.;2
11868;B.2.;5
11869;A.1.;2
11870;B.2.;5
11871;A.1.;2
11872;B.2.;5
11873;A.1.;2
11874;B.2.;5
11875;A.1.;2
11876;B.2.;5
11877;A.1.;2
11878;B.2.;5
11879;A.1.;2
11880;B.2.;5
11881;A.1.;2
11882;B.2.;5
11883;A.1.;2
11884;B.2.;5
11885;A.1.;2
11886;B.2.;5
11887;A.1.;2
11888;B.2.;5
11889;A.1.;2
11890;B.2.;5
11891;A.1.;2
11892;B.2.;5
11893;A.1.;2
11894;B.2.;5
11895;A.1.;2
11896;B.2.;5
11897;A.1.;2
11898;B.2.;5
11899;A.1.;2
11900;B.2.;5
11901;A.1.;2
11902;B.2.;5
11903;A.1.;2
11904;B.2.;5
11905;A.1.;2
11906;B.2.;5
11907;A.1.;2
11908;B.2.;5
11909;A.1.;2
11910;B.2.;5
11911;A.1.;2
11912;B.2.;5
11913;A.1.;2
11914;B.2.;5
11915;A.1.;2
11916;B.2.;5
11917;A.1.;2
11918;B.2.;5
11919;A.1.;2
11920;B.2.;5
11921;A.1.;2
11922;B.2.;5
11923;A.1.;2
11924;B.2.;5
11925;A.1.;2
11926;B.2.;5
11927;A.1.;2
11928;B.2.;5
11929;A.1.;2
11930;B.2.;5
11931;A.1.;2
11932;B.2.;5
11933;A.1.;2
11934;B.2.;5
11935;A.1.;2
11936;B.2.;5
11937;A.1.;2
11938;B.2.;5
11939;A.1.;2
11940;B.2.;5
11941;A.1.;2
11942;B.2.;5
11943;A.1.;2
11944;B.2.;5
11945;A.1.;2
11946;B.2.;5
11947;A.1.;2
11948;B.2.;5
11949;A.1.;2
11950;B.2.;5
11951;A.1.;2
11952;B.2.;5
11953;A.1.;2
11954;B.2.;5
11955;A.1.;2
11956;B.2.;5
11957;A.1.;2
11958;B.2.;5
11959;A.1.;2
11960;B.2.;5
11961;A.1.;2
11962;B.2.;5
11963;A.1.;2
11964;B.2.;5
11965;A.1.;2
11966;B.2.;5
11967;A.1.;2
11968;B.2.;5
11969;A.1.;2
11970;B.2.;5
11971;A.1.;2
11972;B.2.;5
11973;A.1.;2
11974;B.2.;5
11975;A.1.;2
11976;B.2.;5
11977;A.1.;2
11978;B.2.;5
11979;A.1.;2
11980;B.2.;5
11981;A.1.;2
11982;B.2.;5
11983;A.1.;2
11984;B.2.;5
11985;A.1.;2
11986;B.2.;5
11987;A.1.;2
11988;B.2.;5
11989;A.1.;2
11990;B.2.;5
11991;A.1.;2
11992;B.2.;5
11993;A.1.;2
11994;B.2.;5
11995;A.1.;2
11996;B.2.;5
11997;A.1.;2
11998;B.2.;5
11999;A.1.;2
12000;B.2.;5
12001;A.1.;2
12002;B.2.;5
12003;A.1.;2
12004;B.2.;5
12005;A.1.;2
12006;B.2.;5
12007;A.1.;2
12008;B.2.;5
12009;A.1.;2
12010;B.2.;5
12011;A.1.;2
12012;B.2.;5
12013;A.1.;2
12014;B.2.;5
12015;A.1.;2
12016;B.2.;5
12017;A.1.;2
12018;B.2.;5
12019;A.1.;2
12020;B.2.;5
12021;A.1.;2
12022;B.2.;5
12023;A.1.;2
12024;B.2.;5
12025;A.1.;2
12026;B.2.;5
12027;A.1.;2
12028;B.2.;5
12029;A.1.;2
12030;B.2.;5
12031;A.1.;2
12032;B.2.;5
12033;A.1.;2
12034;B.2.;5
12035;A.1.;2
12036;B.2.;5
12037;A.1.;2
12038;B.2.;5
12039;A.1.;2
12040;B.2.;5
12041;A.1.;2
12042;B.2.;5
12043;A.1.;2
12044;B.2.;5
12045;A.1.;2
12046;B.2.;5
12047;A.1.;2
12048;B.2.;5
12049;A.1.;2
12050;B.2.;5
12051;A.1.;2
12052;B.2.;5
12053;A.1.;2
12054;B.2.;5
12055;A.1.;2
12056;B.2.;5
12057;A.1.;2
12058;B.2.;5
12059;A.1.;2
12060;B.2.;5
12061;A.1.;2
12062;B.2.;5
12063;A.1.;2
12064;B.2.;5
12065;A.1.;2
12066;B.2.;5
12067;A.1.;2
12068;B.2.;5
12069;A.1.;2
12070;B.2.;5
12071;A.1.;2
12072;B.2.;5
12073;A.1.;2
12074;B.2.;5
12075;A.1.;2
12076;B.2.;5
12077;A.1.;2
12078;B.2.;5
12079;A.1.;2
12080;B.2.;5
12081;A.1.;2
12082;B.2.;5
12083;A.1.;2
12084;B.2.;5
12085;A.1.;2
12086;B.2.;5
12087;A.1.;2
12088;B.2.;5
12089;A.1.;2
12090;B.2.;5
12091;A.1.;2
12092;B.2.;5
12093;A.1.;2
12094;B.2.;5
12095;A.1.;2
12096;B.2.;5
12097;A.1.;2
12098;B.2.;5
12099;A.1.;2
12100;B.2.;5
12101;A.1.;2
12102;B.2.;5
12103;A.1.;2
12104;B.2.;5
12105;A.1.;2
12106;B.2.;5
12107;A.1.;2
12108;B.2.;5
12109;A.1.;2
12110;B.2.;5
12111;A.1.;2
12112;B.2.;5
12113;A.1.;2
12114;B.2.;5
12115;A.1.;2
12116;B.2.;5
12117;A.1.;2
12118;B.2.;5
12119;A.1.;2
12120;B.2.;5
12121;A.1.;2
12122;B.2.;5
12123;A.1.;2
12124;B.2.;5
12125;A.1.;2
12126;B.2.;5
12127;A.1.;2
12128;B.2.;5
12129;A.1.;2
12130;B.2.;5
12131;A.1.;2
12132;B.2.;5
12133;A.1.;2
12134;B.2.;5
12135;A.1.;2
12136;B.2.;5
12137;A.1.;2
12138;B.2.;5
12139;A.1.;2
12140;B.2.;5
12141;A.1.;2
12142;B.2.;5
12143;A.1.;2
12144;B.2.;5
12145;A.1.;2
12146;B.2.;5
12147;A.1.;2
12148;B.2.;5
12149;A.1.;2
12150;B.2.;5
12151;A.1.;2
12152;B.2.;5
12153;A.1.;2
12154;B.2.;5
12155;A.1.;2
12156;B.2.;5
12157;A.1.;2
12158;B.2.;5
12159;A.1.;2
12160;B.2.;5
12161;A.1.;2
12162;B.2.;5
12163;A.1.;2
12164;B.2.;5
12165;A.1.;2
12166;B.2.;5
12167;A.1.;2
12168;B.2.;5
12169;A.1.;2
12170;B.2.;5
12171;A.1.;2
12172;B.2.;5
12173;A.1.;2
12174;B.2.;5
12175;A.1.;2
12176;B.2.;5
12177;A.1.;2
12178;B.2.;5
12179;A.1.;2
12180;B.2.;5
12181;A.1.;2
12182;B.2.;5
12183;A.1.;2
12184;B.2.;5
12185;A.1.;2
12186;B.2.;5
12187;A.1.;2
12188;B.2.;5
12189;A.1.;2
12190;B.2.;5
12191;A.1.;2
12192;B.2.;5
12193;A.1.;2
12194;B.2.;5
12195;A.1.;2
12196;B.2.;5
12197;A.1.;2
12198;B.2.;5
12199;A.1.;2
12200;B.2.;5
12201;A.1.;2
12202;B.2.;5
12203;A.1.;2
12204;B.2.;5
12205;A.1.;2
12206;B.2.;5
12207;A.1.;2
12208;B.2.;5
12209;A.1.;2
12210;B.2.;5
12211;A.1.;2
12212;B.2.;5
12213;A.1.;2
12214;B.2.;5
12215;A.1.;2
12216;B.2.;5
12217;A.1.;2
12218;B.2.;5
12219;A.1.;2
12220;B.2.;5
12221;A.1.;2
12222;B.2.;5
12223;A.1.;2
12224;B.2.;5
12225;A.1.;2
12226;B.2.;5
12227;A.1.;2
12228;B.2.;5
12229;A.1.;2
12230;B.2.;5
12231;A.1.;2
12232;B.2.;5
12233;A.1.;2
12234;B.2.;5
12235;A.1.;2
12236;B.2.;5
12237;A.1.;2
12238;B.2.;5
12239;A.1.;2
12240;B.2.;5
12241;A.1.;2
12242;B.2.;5
12243;A.1.;2
12244;B.2.;5
12245;A.1.;2
12246;B.2.;5
12247;A.1.;2
12248;B.2.;5
12249;A.1.;2
12250;B.2.;5
12251;A.1.;2
12252;B.2.;5
12253;A.1.;2
12254;B.2.;5
12255;A.1.;2
12256;B.2.;5
12257;A.1.;2
12258;B.2.;5
12259;A.1.;2
12260;B.2.;5
12261;A.1.;2
12262;B.2.;5
12263;A.1.;2
12264;B.2.;5
12265;A.1.;2
12266;B.2.;5
12267;A.1.;2
12268;B.2.;5
12269;A.1.;2
12270;B.2.;5
12271;A.1.;2
12272;B.2.;5
12273;A.1.;2
12274;B.2.;5
12275;A.1.;2
12276;B.2.;5
12277;A.1.;2
12278;B.2.;5
12279;A.1.;2
12280;B.2.;5
12281;A.1.;2
12282;B.2.;5
12283;A.1.;2
12284;B.2.;5
12285;A.1.;2
12286;B.2.;5
12287;A.1.;2
12288;B.2.;5
12289;A.1.;2
12290;B.2.;5
12291;A.1.;2
12292;B.2.;5
12293;A.1.;2
12294;B.2.;5
12295;A.1.;2
12296;B.2.;5
12297;A.1.;2
12298;B.2.;5
12299;A.1.;2
12300;B.2.;5
12301;A.1.;2
12302;B.2.;5
12303;A.1.;2
12304;B.2.;5
12305;A.1.;2
12306;B.2.;5
12307;A.1.;2
12308;B.2.;5
12309;A.1.;2
12310;B.2.;5
12311;A.1.;2
12312;B.2.;5
12313;A.1.;2
12314;B.2.;5
12315;A.1.;2
12316;B.2.;5
12317;A.1.;2
12318;B.2.;5
12319;A.1.;2
12320;B.2.;5
12321;A.1.;2
12322;B.2.;5
12323;A.1.;2
12324;B.2.;5
12325;A.1.;2
12326;B.2.;5
12327;A.1.;2
12328;B.2.;5
12329;A.1.;2
12330;B.2.;5
12331;A.1.;2
12332;B.2.;5
12333;A.1.;2
12334;B.2.;5
12335;A.1.;2
12336;B.2.;5
12337;A.1.;2
12338;B.2.;5
12339;A.1.;2
12340;B.2.;5
12341;A.1.;2
12342;B.2.;5
12343;A.1.;2
12344;B.2.;5
12345;A.1.;2
12346;B.2.;5
12347;A.1.;2
12348;B.2.;5
12349;A.1.;2
12350;B.2.;5
12351;A.1.;2
12352;B.2.;5
12353;A.1.;2
12354;B.2.;5
12355;A.1.;2
12356;B.2.;5
12357;A.1.;2
12358;B.2.;5
12359;A.1.;2
12360;B.2.;5
12361;A.1.;2
12362;B.2.;5
12363;A.1.;2
12364;B.2.;5
12365;A.1.;2
12366;B.2.;5
12367;A.1.;2
12368;B.2.;5
12369;A.1.;2
12370;B.2.;5
12371;A.1.;2
12372;B.2.;5
12373;A.1.;2
12374;B.2.;5
12375;A.1.;2
12376;B.2.;5
12377;A.1.;2
12378;B.2.;5
12379;A.1.;2
12380;B.2.;5
12381;A.1.;2
12382;B.2.;5
12383;A.1.;2
12384;B.2.;5
12385;A.1.;2
12386;B.2.;5
12387;A.1.;2
12388;B.2.;5
12389;A.1.;2
12390;B.2.;5
12391;A.1.;2
12392;B.2.;5
12393;A.1.;2
12394;B.2.;5
12395;A.1.;2
12396;B.2.;5
12397;A.1.;2
12398;B.2.;5
12399;A.1.;2
12400;B.2.;5
12401;A.1.;2
12402;B.2.;5
12403;A.1.;2
12404;B.2.;5
12405;A.1.;2
12406;B.2.;5
12407;A.1.;2
12408;B.2.;5
12409;A.1.;2
12410;B.2.;5
12411;A.1.;2
12412;B.2.;5
12413;A.1.;2
12414;B.2.;5
12415;A.1.;2
12416;B.2.;5
12417;A.1.;2
12418;B.2.;5
12419;A.1.;2
12420;B.2.;5
12421;A.1.;2
12422;B.2.;5
12423;A.1.;2
12424;B.2.;5
12425;A.1.;2
12426;B.2.;5
12427;A.1.;2
12428;B.2.;5
12429;A.1.;2
12430;B.2.;5
12431;A.1.;2
12432;B.2.;5
12433;A.1.;2
12434;B.2.;5
12435;A.1.;2
12436;B.2.;5
12437;A.1.;2
12438;B.2.;5
12439;A.1.;2
12440;B.2.;5
12441;A.1.;2
12442;B.2.;5
12443;A.1.;2
12444;B.2.;5
12445;A.1.;2
12446;B.2.;5
12447;A.1.;2
12448;B.2.;5
12449;A.1.;2
12450;B.2.;5
12451;A.1.;2
12452;B.2.;5
12453;A.1.;2
12454;B.2.;5
12455;A.1.;2
12456;B.2.;5
12457;A.1.;2
12458;B.2.;5
12459;A.1.;2
12460;B.2.;5
12461;A.1.;2
12462;B.2.;5
12463;A.1.;2
12464;B.2.;5
12465;A.1.;2
12466;B.2.;5
12467;A.1.;2
12468;B.2.;5
12469;A.1.;2
12470;B.2.;5
12471;A.1.;2
12472;B.2.;5
12473;A.1.;2
12474;B.2.;5
12475;A.1.;2
12476;B.2.;5
12477;A.1.;2
12478;B.2.;5
12479;A.1.;2
12480;B.2.;5
12481;A.1.;2
12482;B.2.;5
12483;A.1.;2
12484;B.2.;5
12485;A.1.;2
12486;B.2.;5
12487;A.1.;2
12488;B.2.;5
12489;A.1.;2
12490;B.2.;5
12491;A.1.;2
12492;B.2.;5
12493;A.1.;2
12494;B.2.;5
12495;A.1.;2
12496;B.2.;5
12497;A.1.;2
12498;B.2.;5
12499;A.1.;2
12500;B.2.;5
12501;A.1.;2
12502;B.2.;5
12503;A.1.;2
12504;B.2.;5
12505;A.1.;2
12506;B.2.;5
12507;A.1.;2
12508;B.2.;5
12509;A.1.;2
12510;B.2.;5
12511;A.1.;2
12512;B.2.;5
12513;A.1.;2
12514;B.2.;5
12515;A.1.;2
12516;B.2.;5
12517;A.1.;2
12518;B.2.;5
12519;A.1.;2
12520;B.2.;5
12521;A.1.;2
12522;B.2.;5
12523;A.1.;2
12524;B.2.;5
12525;A.1.;2
12526;B.2.;5
12527;A.1.;2
12528;B.2.;5
12529;A.1.;2
12530;B.2.;5
12531;A.1.;2
12532;B.2.;5
12533;A.1.;2
12534;B.2.;5
12535;A.1.;2
12536;B.2.;5
12537;A.1.;2
12538;B.2.;5
12539;A.1.;2
12540;B.2.;5
12541;A.1.;2
12542;B.2.;5
12543;A.1.;2
12544;B.2.;5
12545;A.1.;2
12546;B.2.;5
12547;A.1.;2
12548;B.2.;5
12549;A.1.;2
12550;B.2.;5
12551;A.1.;2
12552;B.2.;5
12553;A.1.;2
12554;B.2.;5
12555;A.1.;2
12556;B.2.;5
12557;A.1.;2
12558;B.2.;5
12559;A.1.;2
12560;B.2.;5
12561;A.1.;2
12562;B.2.;5
12563;A.1.;2
12564;B.2.;5
12565;A.1.;2
12566;B.2.;5
12567;A.1.;2
12568;B.2.;5
12569;A.1.;2
12570;B.2.;5
12571;A.1.;2
12572;B.2.;5
12573;A.1.;2
12574;B.2.;5
12575;A.1.;2
12576;B.2.;5
12577;A.1.;2
12578;B.2.;5
12579;A.1.;2
12580;B.2.;5
12581;A.1.;2
12582;B.2.;5
12583;A.1.;2
12584;B.2.;5
12585;A.1.;2
12586;B.2.;5
12587;A.1.;2
12588;B.2.;5
12589;A.1.;2
12590;B.2.;5
12591;A.1.;2
12592;B.2.;5
12593;A.1.;2
12594;B.2.;5
12595;A.1.;2
12596;B.2.;5
12597;A.1.;2
12598;B.2.;5
12599;A.1.;2
12600;B.2.;5
12601;A.1.;2
12602;B.2.;5
12603;A.1.;2
12604;B.2.;5
12605;A.1.;2
12606;B.2.;5
12607;A.1.;2
12608;B.2.;5
12609;A.1.;2
12610;B.2.;5
12611;A.1.;2
12612;B.2.;5
12613;A.1.;2
12614;B.2.;5
12615;A.1.;2
12616;B.2.;5
12617;A.1.;2
12618;B.2.;5
12619;A.1.;2
12620;B.2.;5
12621;A.1.;2
12622;B.2.;5
12623;A.1.;2
12624;B.2.;5
12625;A.1.;2
12626;B.2.;5
12627;A.1.;2
12628;B.2.;5
12629;A.1.;2
12630;B.2.;5
12631;A.1.;2
12632;B.2.;5
12633;A.1.;2
12634;B.2.;5
12635;A.1.;2
12636;B.2.;5
12637;A.1.;2
12638;B.2.;5
12639;A.1.;2
12640;B.2.;5
12641;A.1.;2
12642;B.2.;5
12643;A.1.;2
12644;B.2.;5
12645;A.1.;2
12646;B.2.;5
12647;A.1.;2
12648;B.2.;5
12649;A.1.;2
12650;B.2.;5
12651;A.1.;2
12652;B.2.;5
12653;A.1.;2
12654;B.2.;5
12655;A.1.;2
12656;B.2.;5
12657;A.1.;2
12658;B.2.;5
12659;A.1.;2
12660;B.2.;5
12661;A.1.;2
12662;B.2.;5
12663;A.1.;2
12664;B.2.;5
12665;A.1.;2
12666;B.2.;5
12667;A.1.;2
12668;B.2.;5
12669;A.1.;2
12670;B.2.;5
12671;A.1.;2
12672;B.2.;5
12673;A.1.;2
12674;B.2.;5
12675;A.1.;2
12676;B.2.;5
12677;A.1.;2
12678;B.2.;5
12679;A.1.;2
12680;B.2.;5
12681;A.1.;2
12682;B.2.;5
12683;A.1.;2
12684;B.2.;5
12685;A.1.;2
12686;B.2.;5
12687;A.1.;2
12688;B.2.;5
12689;A.1.;2
12690;B.2.;5
12691;A.1.;2
12692;B.2.;5
12693;A.1.;2
12694;B.2.;5
12695;A.1.;2
12696;B.2.;5
12697;A.1.;2
12698;B.2.;5
12699;A.1.;2
12700;B.2.;5
12701;A.1.;2
12702;B.2.;5
12703;A.1.;2
12704;B.2.;5
12705;A.1.;2
12706;B.2.;5
12707;A.1.;2
12708;B.2.;5
12709;A.1.;2
12710;B.2.;5
12711;A.1.;2
12712;B.2.;5
12713;A.1.;2
12714;B.2.;5
12715;A.1.;2
12716;B.2.;5
12717;A.1.;2
12718;B.2.;5
12719;A.1.;2
12720;B.2.;5
12721;A.1.;2
12722;B.2.;5
12723;A.1.;2
12724;B.2.;5
12725;A.1.;2
